"X" 	"Y"
0 	6000
10000 	6005
15206.262101967301 	6017
23123.0407113728 	6028
34086.6459453633 	6040
47223.405554182398 	6083
59604.753859271397 	6207.6000000000004
75232.326871217607 	6353.6999999999998
89240.459489460904 	6428
102620.932111153 	6503.1999999999998
121728.77691943001 	6734.1000000000004
144394.470265096 	6973.1999999999998
176681.472961469 	7137.3000000000002
226493.72780150201 	6973.1999999999998
268666.47864137602 	6579.3000000000002
328741.04593189398 	5857
396052.54556040501 	5094.1000000000004
523722.36888247402 	3635.8000000000002
748440.53987654101 	2056.5
974460.063290847 	1123.3
1249192.0552222501 	599.39999999999998
1576713.5830356299 	331.19999999999999
2052861.0304432199 	183
