"X" 	"Y"
0 	3800
10000 	3802
29642.178101870799 	3805
39197.505251181901 	3809
59604.753859271397 	3853.5
70703.058689955302 	3898.5999999999999
89240.459489460904 	3944.1999999999998
112638.12001137 	3990.3000000000002
131553.11122739399 	4084.1999999999998
151277.82816797 	4132
176681.472961469 	4278.6999999999998
203172.614146151 	4379.3999999999996
237290.79910452201 	4534.8000000000002
260453.58346754001 	4695.8000000000002
281473.94644535898 	4750.8000000000002
313782.85738623398 	4750.8000000000002
360830.60855686298 	4587.8999999999996
408541.28922333702 	4379.3999999999996
462560.49526342598 	4132
531915.56221576 	3678.3000000000002
592971.34640014102 	3199.1999999999998
714385.42309319798 	2506
874123.97845001903 	1788.5999999999999
1103307.64938629 	1000
1414365.9673694801 	503.5
2021240.4340486999 	185.19999999999999
