"X" 	"Y"
0 	10000
10000 	9998
21693.162522934399 	9990
58454.256844118601 	9980
102086.56944450201 	9970
119188.178818477 	9961.2000000000007
134910.217686027 	9845.7999999999993
165001.84076338401 	9619.1399999999994
204955.318630422 	8969.7999999999993
235611.94770305601 	8462.2000000000007
279375.514841275 	7799.6000000000004
336438.60967608402 	6782.1000000000004
386762.13253694202 	5829
424426.693870513 	5188.1000000000004
465759.192318674 	4511.1999999999998
596739.45506438403 	3000.6999999999998
788607.65155149705 	1735.5999999999999
964505.99797351705 	1141.0999999999999
1235743.26203153 	683.5
1558924.6064289799 	465.30000000000001
2028499.4201305199 	295.39999999999998
