"X" 	"Y"
0 	4700
10000 	4710
14502.236310632799 	4725
29570.047212625399 	4745
98972.763121523705 	4770
145773.01289404801 	4806.3000000000002
192643.05784097599 	4919.3999999999996
221458.05423683999 	5035.1999999999998
250670.44904611399 	5094.1000000000004
279375.514841275 	5094.1000000000004
321163.70354356 	4977
380818.01835828199 	4806.3000000000002
431051.48736036202 	4587.8999999999996
503261.51652502501 	4229.1999999999998
634878.44577833696 	3552.1999999999998
752803.47359333502 	2915
949682.58767646796 	2104.9000000000001
1126080.67822728 	1484.9000000000001
1356085.2603032601 	911.10000000000002
1764561.3859890201 	448.19999999999999
2480954.6975007001 	187.30000000000001
