"X" 	"Y"
0 	6000
10000 	6002
15444.151206348901 	6004
20108.088432108001 	6006
29642.178101870799 	6018
39197.505251181901 	6030
49474.569336460598 	6050
59604.753859271397 	6107
78818.690190878595 	6178.6000000000004
99483.901535800993 	6324.1999999999998
121728.77691943001 	6398.3999999999996
151277.82816797 	6549.1999999999998
187999.76369075899 	6625.8999999999996
223005.00321347901 	6782.1000000000004
256441.76897050301 	7023.3000000000002
290349.67771979398 	7105.6000000000004
333883.921443692 	6942
355272.66826243303 	6782.1000000000004
383945.57167789101 	6473.3000000000002
428016.660452326 	5897.3000000000002
507712.642110546 	4837.8000000000002
621238.59234056994 	3332.4000000000001
760149.25885824603 	1996
1005187.75858437 	1015.6
1481789.5130300301 	400
2021240.4340486999 	185.40000000000001
